Season,Name,Team,PA,BABIP,LD,GB,FB,IFFB,GB/FB,HR/FB,IFH,IFH,BUH,BUH,O-Swing,Z-Swing,Swing,O-Contact,Z-Contact,Contact,Zone,F-Strike,SwStr,playerid
2006,Omar Infante,Tigers,245,.328,18.6 ,38.4 ,42.9 ,9.2 ,0.89,5.3 ,7,10.3 ,2,33.3 ,31.8 ,69.6 ,52.3 ,47.9 ,88.6 ,77.2 ,54.1 ,66.5 ,11.9 ,1609
2007,John Buck,Royals,399,.243,13.4 ,42.5 ,44.1 ,11.3 ,0.97,15.7 ,4,3.6 ,0,0.0 ,28.3 ,72.1 ,49.3 ,52.1 ,81.3 ,72.6 ,48.0 ,61.2 ,13.3 ,2041
2005,Lance Niekro,Giants,302,.266,16.5 ,40.0 ,43.5 ,15.0 ,0.92,12.0 ,5,5.4 ,0,0.0 ,31.3 ,76.2 ,54.8 ,49.7 ,88.3 ,77.8 ,52.4 ,62.9 ,12.2 ,1832
2010,Jose Guillen,- - -,577,.291,16.5 ,44.6 ,38.8 ,10.5 ,1.15,11.7 ,10,5.4 ,0,0.0 ,35.4 ,65.0 ,49.5 ,68.1 ,85.6 ,79.1 ,47.7 ,58.1 ,10.1 ,57
2011,Bobby Abreu,Angels,585,.310,21.0 ,47.3 ,31.7 ,4.8 ,1.49,6.5 ,8,4.3 ,1,50.0 ,19.6 ,53.4 ,34.3 ,64.0 ,89.9 ,81.6 ,43.6 ,55.2 ,5.9 ,945
2009,Freddy Sanchez,- - -,489,.336,23.8 ,45.2 ,31.1 ,4.2 ,1.45,5.9 ,5,2.9 ,1,16.7 ,31.1 ,67.2 ,50.5 ,71.7 ,89.7 ,84.6 ,53.8 ,62.0 ,7.6 ,1624
2005,Casey Blake,Indians,583,.265,20.9 ,37.0 ,42.1 ,11.6 ,0.88,13.3 ,11,7.2 ,0,0.0 ,17.1 ,60.5 ,41.0 ,51.6 ,88.1 ,81.3 ,55.1 ,55.4 ,7.7 ,719
2012,Erick Aybar,Angels,554,.316,18.5 ,52.1 ,29.3 ,18.4 ,1.78,6.4 ,24,10.8 ,18,46.2 ,38.7 ,67.5 ,51.6 ,84.2 ,94.5 ,90.2 ,45.0 ,63.0 ,4.7 ,4082
2006,Jay Payton,Athletics,588,.310,21.7 ,44.7 ,33.7 ,14.0 ,1.33,5.8 ,15,6.6 ,2,100.0 ,33.7 ,69.9 ,53.4 ,73.9 ,92.6 ,87.2 ,54.5 ,64.6 ,6.7 ,890
2010,Paul Janish,Reds,228,.283,18.9 ,29.6 ,51.5 ,16.1 ,0.57,5.7 ,4,8.0 ,2,40.0 ,27.0 ,62.0 ,44.4 ,73.6 ,94.0 ,87.8 ,49.8 ,54.4 ,5.3 ,7412
2007,Khalil Greene,Padres,659,.274,17.8 ,35.0 ,47.2 ,8.6 ,0.74,11.6 ,8,4.6 ,0,0.0 ,29.2 ,69.1 ,50.5 ,48.9 ,86.8 ,76.7 ,53.6 ,60.4 ,11.5 ,1826
2007,Bill Hall,Brewers,503,.319,23.1 ,35.6 ,41.3 ,11.0 ,0.86,10.3 ,4,3.4 ,1,33.3 ,25.5 ,71.5 ,49.9 ,53.6 ,81.1 ,74.5 ,53.1 ,61.8 ,12.4 ,1605
2012,Dayan Viciedo,White Sox,543,.286,22.1 ,46.5 ,31.4 ,16.4 ,1.48,20.5 ,11,6.1 ,0,0.0 ,39.9 ,66.7 ,50.9 ,66.5 ,83.0 ,75.4 ,41.2 ,60.4 ,12.2 ,3917
2005,Jacque Jones,Twins,585,.279,14.9 ,58.8 ,26.3 ,4.7 ,2.24,21.7 ,9,3.8 ,2,33.3 ,25.7 ,77.5 ,51.4 ,38.4 ,84.2 ,72.7 ,49.6 ,59.5 ,13.5 ,735
2002,Paul Lo Duca,Dodgers,632,.282,23.2 ,44.3 ,32.5 ,11.8 ,1.37,5.6 ,16,6.6 ,2,22.2 ,15.8 ,67.8 ,45.1 ,78.9 ,93.9 ,91.6 ,56.3 ,55.9 ,3.8 ,662
2006,Jason Kendall,Athletics,626,.323,23.9 ,50.2 ,25.9 ,7.7 ,1.94,0.8 ,17,6.7 ,1,20.0 ,20.1 ,54.3 ,39.1 ,74.3 ,95.3 ,90.5 ,55.4 ,59.3 ,3.7 ,993
2010,Marco Scutaro,Red Sox,695,.295,17.3 ,40.8 ,41.9 ,10.6 ,0.97,4.7 ,17,7.4 ,2,28.6 ,19.4 ,54.1 ,37.5 ,87.0 ,97.4 ,94.8 ,52.0 ,58.1 ,1.9 ,1555
2007,Gary Matthews Jr.,Angels,579,.279,12.9 ,50.8 ,36.3 ,6.6 ,1.40,11.8 ,15,7.0 ,0,0.0 ,30.8 ,73.0 ,46.1 ,65.7 ,90.8 ,80.1 ,36.2 ,56.8 ,9.0 ,153
2011,Ryan Hanigan,Reds,304,.285,21.6 ,48.3 ,30.2 ,8.6 ,1.60,8.6 ,5,4.5 ,1,33.3 ,25.2 ,56.1 ,39.7 ,84.3 ,98.2 ,93.5 ,46.9 ,56.9 ,2.5 ,4952
2010,Casey Blake,Dodgers,571,.305,20.3 ,42.8 ,36.9 ,11.6 ,1.16,12.3 ,10,6.3 ,0,0.0 ,27.1 ,57.6 ,41.8 ,68.4 ,86.2 ,80.2 ,48.3 ,61.7 ,8.0 ,719
2011,Cody Ross,Giants,461,.279,17.6 ,34.0 ,48.4 ,12.6 ,0.70,9.3 ,11,10.4 ,0,0.0 ,27.7 ,59.6 ,42.3 ,73.2 ,85.7 ,81.3 ,45.8 ,57.7 ,7.7 ,1760
2007,Jacque Jones,Cubs,495,.325,19.0 ,57.8 ,23.2 ,10.1 ,2.49,5.6 ,9,4.1 ,1,20.0 ,29.7 ,69.3 ,48.5 ,55.0 ,88.9 ,78.0 ,47.4 ,55.8 ,10.3 ,735
2009,Mark Teahen,Royals,571,.332,19.7 ,50.9 ,29.4 ,9.3 ,1.73,10.2 ,8,3.9 ,2,50.0 ,32.4 ,70.5 ,51.1 ,59.1 ,84.9 ,76.5 ,49.0 ,58.8 ,11.7 ,4511
2012,Rickie Weeks,Brewers,677,.285,16.9 ,45.1 ,38.0 ,10.6 ,1.19,13.1 ,22,11.6 ,0,0.0 ,21.7 ,62.2 ,40.5 ,53.2 ,84.1 ,75.2 ,46.5 ,58.9 ,9.9 ,1849
2009,Stephen Drew,Diamondbacks,595,.288,18.9 ,38.9 ,42.2 ,7.9 ,0.92,6.3 ,10,5.7 ,1,12.5 ,22.5 ,68.4 ,45.0 ,58.9 ,93.3 ,84.5 ,49.0 ,55.1 ,6.8 ,4251
2012,Kyle Seager,Mariners,651,.286,21.9 ,35.9 ,42.3 ,6.8 ,0.85,9.8 ,6,3.4 ,2,40.0 ,30.3 ,68.3 ,47.9 ,66.1 ,90.8 ,82.4 ,46.3 ,59.5 ,8.3 ,9785
2003,Rocco Baldelli,Devil Rays,684,.343,19.2 ,50.6 ,30.2 ,13.8 ,1.68,7.2 ,18,7.1 ,9,64.3 ,29.4 ,70.2 ,51.9 ,47.7 ,86.8 ,76.9 ,55.2 ,61.3 ,12.1 ,1656
2003,Gabe Kapler,- - -,248,.317,20.1 ,48.4 ,31.5 ,19.0 ,1.53,6.9 ,6,6.7 ,0,0.0 ,14.8 ,65.6 ,41.5 ,52.1 ,91.1 ,84.5 ,52.5 ,56.5 ,6.4 ,1256
2004,Bret Boone,Mariners,658,.285,13.7 ,49.3 ,37.0 ,10.0 ,1.34,14.1 ,13,5.7 ,2,50.0 ,15.9 ,69.9 ,45.0 ,44.1 ,77.8 ,72.3 ,53.9 ,56.5 ,11.9 ,1067
2010,Alex Gonzalez,- - -,640,.275,18.5 ,32.5 ,49.0 ,14.9 ,0.66,9.8 ,6,3.8 ,1,25.0 ,40.9 ,66.9 ,53.3 ,64.0 ,88.6 ,78.7 ,47.5 ,63.1 ,11.1 ,520
2008,Mark Kotsay,- - -,436,.298,22.1 ,41.7 ,36.1 ,4.7 ,1.16,4.7 ,7,4.7 ,0,0.0 ,27.3 ,72.5 ,50.3 ,67.0 ,91.2 ,84.8 ,50.9 ,58.3 ,7.6 ,1042
2007,Ben Broussard,Mariners,264,.317,19.7 ,42.5 ,37.8 ,6.8 ,1.12,9.6 ,6,7.3 ,0,0.0 ,28.7 ,70.9 ,49.5 ,55.8 ,87.4 ,78.1 ,49.3 ,61.7 ,10.6 ,312
2003,Brady Clark,Brewers,356,.290,18.7 ,43.9 ,37.4 ,18.3 ,1.17,5.8 ,7,5.7 ,1,16.7 ,16.7 ,60.6 ,40.7 ,65.1 ,93.1 ,87.9 ,54.7 ,57.0 ,4.9 ,1398
2011,Jack Hannahan,Indians,366,.308,16.1 ,51.7 ,32.2 ,9.0 ,1.60,10.3 ,4,3.2 ,0,0.0 ,26.1 ,58.4 ,41.5 ,65.3 ,87.6 ,80.2 ,47.5 ,60.4 ,7.9 ,3692
2005,Brian McCann,Braves,204,.300,23.2 ,41.9 ,34.8 ,11.1 ,1.20,9.3 ,1,1.5 ,0,0.0 ,19.4 ,72.6 ,47.8 ,53.7 ,89.5 ,82.7 ,53.3 ,54.4 ,8.0 ,4810
2010,Ryan Sweeney,Athletics,331,.333,20.4 ,51.7 ,27.9 ,9.5 ,1.85,1.4 ,7,5.1 ,0,0.0 ,25.8 ,62.6 ,43.5 ,82.5 ,95.3 ,91.3 ,48.0 ,53.8 ,3.6 ,6352
2005,Edwin Encarnacion,Reds,234,.282,25.2 ,39.1 ,35.8 ,20.4 ,1.09,16.7 ,6,10.2 ,0,0.0 ,23.3 ,67.4 ,44.7 ,44.8 ,87.0 ,75.7 ,48.6 ,56.0 ,10.6 ,2151
2009,Josh Hamilton,Rangers,365,.319,21.8 ,36.4 ,41.8 ,2.8 ,0.87,9.2 ,8,8.4 ,0,0.0 ,36.0 ,85.6 ,57.6 ,58.1 ,79.9 ,72.2 ,43.6 ,63.8 ,15.5 ,1875
2011,Brett Gardner,Yankees,588,.303,19.4 ,52.3 ,28.3 ,19.6 ,1.85,6.3 ,22,10.6 ,11,36.7 ,21.5 ,50.6 ,35.5 ,84.2 ,94.8 ,91.4 ,47.9 ,52.2 ,3.0 ,9927
2005,Dallas McPherson,Angels,220,.316,21.4 ,35.7 ,42.9 ,3.3 ,0.83,13.3 ,2,4.0 ,0,0.0 ,31.6 ,79.6 ,56.0 ,41.9 ,74.7 ,65.6 ,50.9 ,60.0 ,18.6 ,2194
2004,Danny Bautista,Diamondbacks,582,.308,19.6 ,53.8 ,26.6 ,15.9 ,2.02,8.7 ,15,5.9 ,1,33.3 ,20.4 ,72.9 ,50.5 ,60.9 ,88.9 ,84.1 ,57.3 ,64.8 ,7.8 ,47
2005,Jim Thome,Phillies,242,.256,18.4 ,44.9 ,36.8 ,18.0 ,1.22,14.0 ,2,3.3 ,0,0.0 ,15.1 ,69.1 ,41.7 ,36.6 ,77.6 ,70.1 ,49.1 ,56.2 ,12.2 ,409
2002,Raul Mondesi,- - -,637,.239,16.4 ,41.4 ,42.2 ,17.2 ,0.98,13.1 ,14,7.2 ,1,100.0 ,18.8 ,70.4 ,44.8 ,45.7 ,84.9 ,76.7 ,50.3 ,56.2 ,10.4 ,1314
2005,Carl Everett,White Sox,547,.265,17.5 ,42.6 ,39.9 ,13.1 ,1.07,14.4 ,9,5.3 ,0,0.0 ,28.9 ,74.8 ,52.0 ,55.6 ,84.2 ,76.3 ,50.4 ,58.9 ,12.4 ,1249
2011,Joe Mauer,Twins,333,.319,23.1 ,55.4 ,21.5 ,0.0 ,2.57,5.4 ,6,4.2 ,0,0.0 ,22.5 ,53.3 ,36.5 ,76.5 ,92.8 ,87.3 ,45.5 ,55.0 ,4.2 ,1857
2009,Placido Polanco,Tigers,676,.293,19.9 ,43.2 ,36.9 ,7.6 ,1.17,4.7 ,20,8.1 ,2,16.7 ,23.7 ,62.3 ,44.2 ,81.0 ,97.3 ,93.2 ,53.0 ,57.3 ,2.8 ,1176
2008,Troy Tulowitzki,Rockies,421,.289,20.5 ,42.2 ,37.3 ,11.7 ,1.13,6.7 ,7,5.1 ,0,0.0 ,23.7 ,62.4 ,44.9 ,71.9 ,89.2 ,85.1 ,54.8 ,57.5 ,6.5 ,3531
2012,Michael Saunders,Mariners,553,.297,20.2 ,45.2 ,34.6 ,11.0 ,1.31,15.0 ,13,7.8 ,5,50.0 ,30.2 ,70.9 ,48.7 ,59.3 ,85.1 ,76.3 ,45.4 ,58.4 ,11.4 ,9981
2007,Morgan Ensberg,- - -,324,.259,20.4 ,34.7 ,44.9 ,15.5 ,0.77,12.4 ,4,5.3 ,0,0.0 ,13.9 ,68.0 ,41.9 ,45.6 ,84.8 ,78.5 ,51.8 ,56.5 ,8.8 ,556
2002,Kevin Young,Pirates,525,.280,23.0 ,29.5 ,47.4 ,9.7 ,0.62,9.1 ,8,7.3 ,0,0.0 ,16.0 ,74.1 ,48.9 ,48.7 ,84.7 ,79.6 ,56.6 ,57.3 ,9.9 ,1018
2012,Martin Maldonado,Brewers,256,.320,22.6 ,43.5 ,33.9 ,8.8 ,1.28,14.0 ,6,8.2 ,5,38.5 ,31.0 ,66.5 ,48.2 ,58.2 ,88.6 ,78.5 ,48.4 ,66.8 ,10.2 ,6887
2009,Kurt Suzuki,Athletics,614,.280,19.4 ,44.4 ,36.2 ,9.6 ,1.22,8.0 ,17,7.4 ,2,66.7 ,26.1 ,67.0 ,47.6 ,74.3 ,92.5 ,87.8 ,52.7 ,59.5 ,5.7 ,8259
2008,Billy Butler,Royals,478,.294,16.5 ,48.8 ,34.6 ,9.7 ,1.41,8.2 ,7,3.7 ,0,0.0 ,24.8 ,63.0 ,44.7 ,60.7 ,93.3 ,84.6 ,51.9 ,58.6 ,6.7 ,7399
2002,Tom Wilson,Blue Jays,302,.330,21.2 ,38.6 ,40.2 ,7.9 ,0.96,10.5 ,4,5.5 ,0,0.0 ,14.3 ,57.5 ,37.8 ,53.6 ,80.5 ,75.8 ,54.5 ,58.3 ,9.2 ,1328
2010,Chris Coghlan,Marlins,400,.336,24.0 ,51.3 ,24.7 ,6.0 ,2.07,7.5 ,3,2.2 ,5,62.5 ,26.8 ,62.2 ,43.2 ,65.6 ,89.6 ,81.6 ,46.3 ,65.5 ,7.9 ,6878
2003,David Segui,Orioles,252,.312,21.9 ,48.3 ,29.8 ,3.8 ,1.62,9.4 ,3,3.5 ,0,0.0 ,21.1 ,77.3 ,48.5 ,45.0 ,87.9 ,78.4 ,48.8 ,54.4 ,10.5 ,169
2008,Asdrubal Cabrera,Indians,418,.310,20.9 ,45.5 ,33.6 ,11.1 ,1.36,6.7 ,3,2.5 ,5,21.7 ,24.4 ,66.2 ,45.9 ,62.4 ,88.5 ,81.8 ,51.3 ,60.8 ,8.3 ,4962
2003,Randall Simon,- - -,431,.271,19.3 ,51.5 ,29.2 ,16.5 ,1.76,14.7 ,8,4.2 ,0,0.0 ,37.8 ,81.7 ,60.2 ,64.3 ,90.4 ,82.4 ,51.1 ,61.0 ,10.6 ,497
2007,Scott Rolen,Cardinals,441,.287,19.5 ,37.6 ,42.9 ,13.6 ,0.88,5.4 ,8,6.2 ,0,0.0 ,21.6 ,67.5 ,45.9 ,72.9 ,91.6 ,87.4 ,52.8 ,63.0 ,5.6 ,970
2011,David Murphy,Rangers,440,.299,16.8 ,54.2 ,29.0 ,12.0 ,1.87,11.0 ,13,7.0 ,0,0.0 ,28.1 ,61.5 ,43.7 ,78.0 ,92.1 ,87.3 ,46.8 ,55.7 ,5.5 ,6035
2012,Jason Castro,Astros,295,.309,27.5 ,42.5 ,30.0 ,3.3 ,1.42,10.0 ,6,7.1 ,0,0.0 ,23.2 ,68.8 ,42.7 ,63.5 ,89.9 ,81.7 ,42.8 ,60.3 ,7.6 ,8722
2003,Joe Crede,White Sox,580,.271,21.7 ,35.1 ,43.2 ,15.9 ,0.81,9.5 ,6,3.7 ,0,0.0 ,25.5 ,74.2 ,52.4 ,60.1 ,89.5 ,83.1 ,55.3 ,60.0 ,8.9 ,227
2011,Jose Tabata,Pirates,382,.313,16.8 ,61.2 ,22.0 ,1.7 ,2.78,6.7 ,14,8.4 ,2,50.0 ,23.6 ,62.5 ,41.9 ,66.1 ,91.9 ,84.2 ,47.0 ,62.8 ,6.4 ,2411
2004,Jose Valentin,White Sox,504,.237,14.3 ,29.2 ,56.5 ,14.4 ,0.52,17.2 ,3,3.3 ,3,27.3 ,16.9 ,73.2 ,48.2 ,36.3 ,80.1 ,73.3 ,55.5 ,60.3 ,12.6 ,256
2002,A.J. Hinch,Royals,220,.271,19.3 ,40.4 ,40.4 ,7.7 ,1.00,10.8 ,5,7.7 ,1,33.3 ,15.8 ,72.1 ,47.5 ,48.2 ,85.5 ,80.1 ,56.4 ,56.4 ,9.4 ,606
2008,Jeremy Hermida,Marlins,559,.310,17.7 ,46.1 ,36.2 ,12.2 ,1.27,13.0 ,10,6.0 ,1,25.0 ,27.8 ,59.6 ,43.5 ,57.0 ,87.8 ,77.8 ,49.2 ,57.3 ,9.5 ,7208
2008,Jamey Carroll,Indians,402,.336,27.3 ,45.4 ,27.3 ,2.6 ,1.66,1.3 ,12,9.4 ,1,8.3 ,19.3 ,53.4 ,38.4 ,72.3 ,93.4 ,88.7 ,56.0 ,58.7 ,4.3 ,1591
2008,Gerald Laird,Rangers,381,.319,21.5 ,38.0 ,40.5 ,8.1 ,0.94,5.4 ,4,3.8 ,7,46.7 ,22.7 ,63.2 ,44.3 ,65.5 ,88.9 ,83.3 ,53.3 ,62.2 ,7.1 ,1698
2005,Alex Gonzalez,Devil Rays,383,.316,21.7 ,50.4 ,27.9 ,14.3 ,1.81,11.7 ,14,10.1 ,2,50.0 ,19.9 ,65.7 ,45.4 ,42.4 ,89.0 ,79.9 ,55.6 ,61.6 ,9.2 ,281
2007,Jim Edmonds,Cardinals,411,.285,19.5 ,36.2 ,44.4 ,2.3 ,0.82,9.2 ,5,4.7 ,0,0.0 ,19.8 ,68.7 ,45.0 ,62.9 ,84.1 ,79.6 ,51.7 ,62.0 ,9.2 ,1153
2004,Rob Mackowiak,Pirates,555,.283,20.4 ,46.6 ,33.0 ,16.7 ,1.41,13.5 ,9,5.1 ,0,0.0 ,19.2 ,76.0 ,50.1 ,47.7 ,82.5 ,76.4 ,54.4 ,58.7 ,11.7 ,995
2003,Chad Moeller,Diamondbacks,269,.326,30.0 ,45.0 ,25.0 ,15.6 ,1.80,15.6 ,4,4.9 ,1,20.0 ,29.2 ,75.9 ,52.1 ,47.3 ,81.7 ,71.9 ,49.1 ,53.2 ,14.3 ,66
2011,Ty Wigginton,Rockies,446,.271,18.2 ,45.9 ,35.8 ,14.9 ,1.28,13.2 ,8,5.5 ,0,0.0 ,27.2 ,70.8 ,46.8 ,56.4 ,87.2 ,77.4 ,45.1 ,57.2 ,10.3 ,1491
2004,Brian Roberts,Orioles,736,.312,21.9 ,39.1 ,39.0 ,8.6 ,1.00,1.9 ,16,7.6 ,6,22.2 ,16.4 ,65.5 ,43.5 ,73.9 ,92.4 ,89.3 ,55.2 ,59.2 ,4.6 ,166
2012,Jerry Hairston,Dodgers,267,.292,25.0 ,36.3 ,38.7 ,15.9 ,0.94,4.9 ,9,11.7 ,1,50.0 ,28.0 ,57.3 ,41.8 ,76.2 ,92.7 ,86.9 ,47.1 ,56.9 ,5.4 ,144
2012,Juan Pierre,Phillies,439,.327,24.2 ,55.9 ,19.9 ,7.2 ,2.81,1.4 ,16,8.2 ,12,31.6 ,31.3 ,58.2 ,44.2 ,86.9 ,96.9 ,93.2 ,48.0 ,59.5 ,3.0 ,443
2011,Vladimir Guerrero,Orioles,590,.302,18.2 ,49.4 ,32.4 ,13.9 ,1.53,7.9 ,10,4.0 ,0,0.0 ,47.4 ,80.6 ,60.4 ,73.6 ,89.7 ,82.1 ,39.2 ,60.2 ,10.4 ,778
2005,Mike Lieberthal,Phillies,443,.260,21.3 ,38.4 ,40.3 ,10.3 ,0.95,8.2 ,10,7.2 ,0,0.0 ,20.0 ,71.9 ,49.0 ,49.6 ,96.1 ,87.7 ,56.0 ,57.1 ,5.8 ,959
2007,Greg Norton,Devil Rays,240,.313,23.6 ,33.1 ,43.2 ,15.6 ,0.77,6.3 ,0,0.0 ,0,0.0 ,18.0 ,67.5 ,42.9 ,54.7 ,85.4 ,79.0 ,50.4 ,57.5 ,8.6 ,1388
2006,Mark Grudzielanek,Royals,586,.327,23.2 ,52.2 ,24.6 ,3.4 ,2.12,5.9 ,10,4.0 ,0,0.0 ,27.2 ,66.5 ,48.4 ,67.3 ,94.0 ,87.1 ,54.0 ,60.9 ,6.1 ,653
2010,Adam Rosales,Athletics,279,.335,27.7 ,38.2 ,34.0 ,10.8 ,1.12,10.8 ,6,8.2 ,0,0.0 ,32.0 ,70.5 ,50.6 ,57.5 ,89.1 ,78.7 ,48.3 ,60.9 ,10.5 ,9682
2003,Tom Wilson,Blue Jays,287,.353,29.2 ,36.0 ,34.8 ,3.2 ,1.03,8.1 ,3,4.7 ,0,0.0 ,17.6 ,59.7 ,39.0 ,60.8 ,83.4 ,78.4 ,50.8 ,56.5 ,8.4 ,1328
2011,Jarrod Saltalamacchia,Red Sox,386,.304,21.3 ,32.1 ,46.7 ,10.7 ,0.69,14.3 ,3,3.9 ,0,0.0 ,35.8 ,71.2 ,51.0 ,56.1 ,80.2 ,70.6 ,43.1 ,60.4 ,14.7 ,5557
2003,Matt Kata,Diamondbacks,322,.290,25.7 ,43.0 ,31.2 ,13.5 ,1.38,9.5 ,3,2.9 ,1,16.7 ,23.8 ,68.1 ,47.9 ,55.3 ,88.6 ,81.1 ,54.5 ,60.6 ,9.0 ,1741
2005,Rob Mackowiak,Pirates,512,.330,20.1 ,49.9 ,30.0 ,9.2 ,1.66,8.3 ,14,7.7 ,1,33.3 ,22.5 ,74.9 ,50.3 ,47.8 ,86.4 ,78.3 ,53.1 ,58.0 ,10.7 ,995
2007,Kevin Mench,Brewers,308,.263,16.7 ,41.9 ,41.5 ,7.1 ,1.01,7.1 ,8,7.1 ,0,0.0 ,28.1 ,65.6 ,47.6 ,77.2 ,95.3 ,90.2 ,51.9 ,56.8 ,4.7 ,1261
2009,Daniel Murphy,Mets,556,.284,18.7 ,40.0 ,41.3 ,9.3 ,0.97,6.6 ,2,1.1 ,2,33.3 ,29.0 ,66.9 ,47.3 ,71.4 ,95.5 ,87.9 ,48.3 ,56.3 ,5.4 ,4316
2012,Brett Lawrie,Blue Jays,536,.311,20.0 ,50.2 ,29.8 ,9.0 ,1.69,9.0 ,20,9.7 ,0,0.0 ,31.7 ,66.9 ,48.3 ,70.5 ,90.5 ,83.6 ,47.1 ,62.1 ,7.7 ,5247
2011,Mitch Moreland,Rangers,512,.290,18.0 ,41.6 ,40.5 ,7.9 ,1.03,10.6 ,10,6.5 ,2,50.0 ,32.8 ,69.0 ,48.0 ,67.3 ,90.1 ,81.1 ,42.0 ,55.7 ,8.7 ,3086
2008,Brendan Harris,Twins,490,.322,16.4 ,53.2 ,30.4 ,3.8 ,1.75,6.7 ,6,3.3 ,0,0.0 ,22.6 ,63.0 ,44.2 ,60.1 ,88.9 ,82.1 ,53.6 ,61.8 ,7.5 ,2178
2002,Jason Varitek,Red Sox,519,.312,22.8 ,42.5 ,34.7 ,10.9 ,1.23,7.8 ,4,2.5 ,2,28.6 ,20.6 ,68.5 ,46.7 ,46.6 ,85.2 ,77.4 ,54.4 ,56.3 ,10.5 ,217
2004,Tony Clark,Yankees,283,.272,12.3 ,52.1 ,35.6 ,13.8 ,1.47,27.6 ,5,5.9 ,0,0.0 ,22.3 ,76.4 ,52.3 ,31.2 ,72.8 ,64.9 ,55.4 ,59.7 ,18.0 ,182
2011,Chris Denorfia,Padres,340,.314,16.5 ,58.8 ,24.7 ,7.9 ,2.38,7.9 ,18,12.0 ,3,42.9 ,24.6 ,56.4 ,40.4 ,71.0 ,86.8 ,82.0 ,50.0 ,57.7 ,7.2 ,4400
2012,Jarrod Saltalamacchia,Red Sox,448,.265,22.8 ,30.6 ,46.6 ,6.4 ,0.66,20.0 ,3,3.7 ,1,50.0 ,32.1 ,73.3 ,49.1 ,56.8 ,78.0 ,69.9 ,41.3 ,61.6 ,14.6 ,5557
2011,Jayson Werth,Nationals,649,.286,16.8 ,43.0 ,40.2 ,9.8 ,1.07,12.3 ,15,8.6 ,0,0.0 ,24.2 ,57.6 ,39.7 ,72.4 ,86.6 ,82.0 ,46.5 ,58.4 ,6.9 ,1327
2011,Jonny Gomes,- - -,372,.259,18.0 ,33.6 ,48.3 ,9.8 ,0.70,13.7 ,7,9.9 ,0,0.0 ,26.1 ,52.2 ,37.0 ,55.1 ,85.6 ,73.1 ,41.8 ,57.5 ,9.7 ,1845
2011,Jason Varitek,Red Sox,250,.264,14.9 ,44.2 ,40.9 ,9.5 ,1.08,17.5 ,3,4.4 ,0,0.0 ,33.8 ,64.6 ,46.7 ,65.5 ,78.3 ,72.9 ,41.9 ,62.0 ,12.2 ,217
2002,Jeff Conine,Orioles,488,.284,20.0 ,39.0 ,41.0 ,11.1 ,0.95,9.3 ,10,6.5 ,0,0.0 ,15.3 ,73.5 ,48.2 ,53.5 ,90.5 ,85.4 ,56.6 ,61.1 ,6.9 ,131
2008,Jose Guillen,Royals,633,.291,18.0 ,47.1 ,34.9 ,10.4 ,1.35,11.6 ,9,3.9 ,0,0.0 ,31.6 ,74.1 ,53.6 ,67.1 ,87.2 ,81.5 ,51.7 ,62.9 ,9.7 ,57
2010,Orlando Hudson,Twins,559,.312,20.6 ,48.5 ,30.9 ,9.5 ,1.57,4.8 ,9,4.5 ,0,0.0 ,22.8 ,62.2 ,41.9 ,74.7 ,91.1 ,86.5 ,48.5 ,54.0 ,5.4 ,1307
2009,Coco Crisp,Royals,215,.245,17.6 ,48.4 ,34.0 ,5.8 ,1.42,5.8 ,7,9.5 ,2,22.2 ,21.7 ,60.4 ,41.4 ,80.7 ,90.9 ,88.3 ,50.9 ,62.3 ,4.6 ,1572
2005,Edgar Renteria,Red Sox,692,.315,23.3 ,47.6 ,29.1 ,10.5 ,1.64,5.3 ,16,6.4 ,3,27.3 ,16.8 ,67.8 ,44.5 ,60.8 ,88.6 ,83.8 ,54.3 ,56.2 ,7.1 ,1178
2009,Ryan Theriot,Cubs,677,.323,19.5 ,50.5 ,30.0 ,5.3 ,1.68,4.6 ,11,4.3 ,5,25.0 ,22.0 ,65.9 ,44.7 ,70.5 ,92.1 ,87.0 ,51.8 ,60.6 ,5.6 ,3811
2003,Bengie Molina,Angels,430,.274,24.1 ,37.0 ,38.8 ,8.1 ,0.95,9.5 ,5,3.5 ,0,0.0 ,25.3 ,71.2 ,51.5 ,69.7 ,92.1 ,87.3 ,57.0 ,60.0 ,6.4 ,24
2011,Elvis Andrus,Rangers,665,.312,23.1 ,55.8 ,21.1 ,2.9 ,2.65,4.8 ,25,9.0 ,7,21.9 ,25.1 ,57.9 ,40.8 ,77.4 ,93.5 ,88.4 ,48.0 ,63.0 ,4.5 ,8709
2002,Steve Cox,Devil Rays,633,.290,22.2 ,41.1 ,36.7 ,16.4 ,1.12,9.7 ,5,2.7 ,0,0.0 ,20.0 ,75.9 ,48.4 ,48.2 ,84.8 ,77.3 ,50.8 ,57.8 ,10.8 ,1200
2009,Brandon Inge,Tigers,637,.277,15.2 ,40.5 ,44.3 ,9.7 ,0.91,15.4 ,13,8.1 ,0,0.0 ,24.8 ,63.0 ,43.6 ,49.2 ,81.2 ,72.0 ,49.3 ,58.2 ,11.8 ,470
2004,Alex Rios,Blue Jays,460,.355,20.5 ,56.7 ,22.8 ,3.8 ,2.49,1.3 ,15,7.7 ,0,0.0 ,12.9 ,69.8 ,46.0 ,45.1 ,88.5 ,83.4 ,58.1 ,59.4 ,7.7 ,2090
